Output,RG,RF,RZ,RP,RYM,RZM,CG,CF,CZ,CP,CYM,CZM
12.4821414286,0.2202995532,0.1155102838,2041.99551638,96.8606883082,-858.201904297,-0.9949765794,0.173524805,0.1622850319,1979.27984109,137.188187346,-858.201904297,-0.9949765794
12.4465414286,0.2128743951,0.1201849753,2181.38579761,107.224036907,-852.144165039,-0.0101055983,0.171298858,0.1676036592,2119.16361895,151.250021571,-852.144165039,-0.0101055983
12.3823414286,0.2117503629,0.1221736475,2086.65596967,108.524717134,-848.411743164,0.5308711167,0.1697906136,0.1759697024,2028.0990871,153.741192457,-848.411743164,0.5308711167
12.3467985714,0.2144307473,0.118023375,2139.97442812,102.665342134,-847.010009766,0.5368675035,0.1692965335,0.1632440528,2030.06181907,145.004659896,-847.010009766,0.5368675035
12.3072842857,0.2149612553,0.116872964,2134.24104587,106.706005032,-843.692382812,0.1835643026,0.1711122778,0.1609959885,2080.45148114,151.106713481,-843.692382812,0.1835643026
12.2452271429,0.2132963099,0.1201791126,2115.62487388,103.974441002,-852.486450195,-0.1592489385,0.1705851721,0.1628037907,2040.02220711,147.171648855,-852.486450195,-0.1592489385
12.2519414286,0.2136421491,0.1183634569,2087.37577302,101.718244881,-858.676025391,-0.2955837833,0.1699708525,0.1675954834,2015.8487495,143.586856481,-858.676025391,-0.2955837833
12.1942142857,0.2133067151,0.1189744791,2044.84365973,99.6977707435,-849.64855957,-0.1971378378,0.1711338938,0.1669249492,1953.35512063,141.772960482,-849.64855957,-0.1971378378
12.1332714286,0.2137286089,0.117498859,2060.02855887,102.345433728,-857.741210938,0.2367282964,0.1691554976,0.1739015227,2003.35869217,144.948475801,-857.741210938,0.2367282964
12.1147,0.2124962982,0.1177229492,2126.45546383,103.925284693,-847.651123047,0.06892112,0.1703341017,0.1656650451,2094.60850727,147.183354996,-847.651123047,0.06892112
12.1254785714,0.2143442833,0.1165534868,2079.75827679,98.8727438039,-860.088867188,0.1589217364,0.1693632777,0.1671637546,2031.7653664,138.861696404,-860.088867188,0.1589217364
12.1013071429,0.2160630233,0.114991525,2017.61271431,100.455448545,-856.499755859,-0.3696076449,0.1705851721,0.1604693763,1920.26997461,141.97425071,-856.499755859,-0.3696076449
12.0757428572,0.2178893077,0.1127490703,2224.45644844,102.997878502,-853.50012207,0.8021256326,0.1698801656,0.1725667259,2135.6965853,144.559839431,-853.50012207,0.8021256326
12.0953857143,0.2136525712,0.1168128789,2326.28816512,104.243837554,-850.613891602,0.24940324,0.1682195257,0.1679555829,2298.97563513,147.421071479,-850.613891602,0.24940324
12.0899,0.2146796666,0.1171530198,2153.50853675,98.6538591056,-843.630004883,-0.6318389318,0.1687695164,0.1631496298,2058.58460168,139.711748746,-843.630004883,-0.6318389318
11.9677142857,0.2153562882,0.1185867143,2056.71958503,100.431743421,-851.620605469,-0.5572816856,0.1710182289,0.1627488289,1984.1043991,141.472310676,-851.620605469,-0.5572816856
11.9244571429,0.2125181718,0.1183634569,2247.78977064,107.186153017,-854.183227539,0.1760550796,0.170319617,0.1725583081,2193.34949496,151.311373498,-854.183227539,0.1760550796
11.9819142857,0.211030733,0.1197512295,2169.7809431,105.357024629,-839.717285156,0.4740284592,0.1688189204,0.1734814544,2084.64889471,149.565242876,-839.717285156,0.4740284592
12.0093428571,0.2183974377,0.1142133869,1945.80900713,104.668978987,-878.225219727,-0.0924143083,0.1762171933,0.1622289089,1840.40760843,146.876027214,-878.225219727,-0.0924143083
12.0480142857,0.2225366513,0.1085882028,1889.24733555,101.377289871,-858.130371094,0.3952635141,0.1834223288,0.1531598439,1788.63861566,142.483906923,-858.130371094,0.3952635141
12.0725142857,0.2237470294,0.1072049136,1902.31915248,95.5473801185,-866.719970703,-0.7492212184,0.1771762927,0.1597577694,1842.67579881,135.099581585,-866.719970703,-0.7492212184
12.0930857143,0.2149297975,0.1142212922,1950.22455347,101.243875794,-865.411743164,0.7767779417,0.1695311125,0.1653814473,1909.61065889,142.62889709,-865.411743164,0.7767779417
12.1491,0.2107626467,0.1145739844,2039.11887082,104.850260417,-847.913452148,-0.2386214433,0.1660355416,0.1901603638,2003.76585206,148.044791467,-847.913452148,-0.2386214433
12.1356,0.2168206456,0.1122775668,1930.28063912,101.260427701,-859.160766602,0.4019653532,0.1702393329,0.1591724794,1821.89619237,143.890854224,-859.160766602,0.4019653532
12.2336357143,0.2115567932,0.1187035051,1899.71350712,95.8336139547,-865.068115234,-0.3394201674,0.1704903949,0.1656519162,1852.88333511,135.275120795,-865.068115234,-0.3394201674
12.4179785714,0.2142335486,0.1190381895,1989.38668492,101.121333607,-856.663452148,0.1042936637,0.1711338938,0.1679100214,1942.92563379,142.839154925,-856.663452148,0.1042936637
12.4799628571,0.2156517625,0.1195855604,2089.32819199,102.581155711,-860.485229492,0.4642005467,0.1711422418,0.1701571216,2015.80653785,145.09588886,-860.485229492,0.4642005467
12.4235057143,0.2166195999,0.1163164545,2048.96646897,99.7078878838,-854.51171875,-0.0911278014,0.1758824452,0.1570536092,1961.39982657,141.047929085,-854.51171875,-0.0911278014
12.44502,0.2194458304,0.1151782646,1901.29422494,104.714912281,-874.463500977,0.0247964872,0.1693662641,0.1904888221,1834.63047189,147.883914443,-874.463500977,0.0247964872
12.3848914286,0.2111748167,0.1233612888,1933.00044362,104.714912281,-880.592041016,0.3357375488,0.1669571565,0.2567885772,1956.38635777,145.935130252,-880.592041016,0.3357375488
12.2824557143,0.2173446829,0.1179116903,1970.89117823,104.372258772,-879.080932617,-1.7768098431,0.1649021746,0.2248852127,1944.85235634,147.269867164,-879.080932617,-1.7768098431
12.1340307143,0.2232827471,0.1099983169,1898.10122867,103.641904634,-862.362548828,-0.358570673,0.1723232843,0.1729502401,1830.04800876,146.310425461,-862.362548828,-0.358570673
12.0930164286,0.2244934204,0.1086146903,2022.78480387,104.475350216,-871.530761719,0.619818713,0.1711461427,0.2159798811,2009.30772635,149.729056571,-871.530761719,0.619818713
12.0647592857,0.2209586536,0.1095712775,1991.83471901,95.2400996767,-879.727172852,0.1102534687,0.1668050613,0.2410829388,1907.65168798,133.737512992,-879.727172852,0.1102534687
12.0005235714,0.2262339874,0.1061985231,1951.98743408,96.3008485991,-870.653198242,0.1680933394,0.1750187736,0.1692863266,1793.74366072,136.488167248,-870.653198242,0.1680933394
11.9533235714,0.2307422462,0.101087889,1659.4479971,93.6879303496,-886.190307617,-0.4612977051,0.1848050027,0.1533001498,1511.22801267,131.282978342,-886.190307617,-0.4612977051
11.8959678571,0.2180076706,0.1134573835,1899.8308893,91.9484105603,-890.328369141,0.2902769987,0.1682170682,0.201397499,1791.68641891,128.348381362,-890.328369141,0.2902769987
11.8951035714,0.2160233802,0.1150254362,1895.41505286,95.6948490466,-867.806396484,0.0312912536,0.1650512109,0.2030962721,1793.23723993,134.604315158,-867.806396484,0.0312912536
11.8495321429,0.2161916607,0.1132844302,1904.64475528,95.7788927802,-880.041503906,-0.2715527567,0.1700497082,0.1972499452,1849.40939303,134.218150028,-880.041503906,-0.2715527567
11.8026464286,0.2154238771,0.1154519775,1926.25405898,95.7578461746,-876.787475586,-0.0438935061,0.1641564379,0.1847671906,1810.61006443,137.46297001,-876.787475586,-0.0438935061
11.8236421429,0.2173264565,0.1154519775,2016.06925652,95.9767308728,-868.979858398,0.3047840273,0.1665854621,0.2045904836,1974.47062277,136.349487911,-868.979858398,0.3047840273
12.0030671429,0.2118576401,0.1185960706,1996.95064299,99.4148900953,-869.418212891,0.15192864,0.1634967075,0.2442845715,1917.60801261,139.585067906,-869.418212891,0.15192864
12.01886,0.2153373962,0.1154519775,1962.09663182,92.7145070043,-866.775390625,-0.3092088413,0.1672947227,0.2024059608,1868.28012262,132.144219376,-866.775390625,-0.3092088413
12.0125742857,0.2210512033,0.113781531,2023.42185247,95.5874794408,-872.062133789,-0.1565116534,0.1676219627,0.1796601015,1927.319434,134.191978272,-872.062133789,-0.1565116534
11.9360371429,0.2239964084,0.1125171148,2068.00617745,97.445783944,-863.007324219,-0.167376045,0.1644505693,0.204973078,1946.55495741,134.459599271,-863.007324219,-0.167376045
11.8630085714,0.2105809477,0.1217650819,2124.38930995,102.926320043,-868.514892578,1.2309476748,0.1615116953,0.2602690189,2087.49808212,146.149370495,-868.514892578,1.2309476748
11.8748371429,0.2114198123,0.1089284363,2061.35570467,95.5607096354,-839.676513672,0.2022721383,0.1691358498,0.2150814128,2015.41457645,133.115539541,-839.676513672,0.2022721383
11.8305014286,0.2144725874,0.1150195731,1990.40727397,94.4024447737,-852.832763672,0.5375706971,0.1651458504,0.2014874014,1870.8363384,130.831790367,-852.832763672,0.5375706971
11.78713,0.2258990806,0.1070685535,1951.33427792,91.6285021552,-874.911865234,-0.1635506651,0.1635067338,0.195146975,1836.53837795,130.034522607,-874.911865234,-0.1635506651
11.8408157143,0.2243423488,0.1082793449,1944.00835587,96.3218952047,-877.455688477,-0.93460753,0.1635817615,0.1935856848,1815.44951597,136.664112602,-877.455688477,-0.93460753
11.82117,0.2188073024,0.112690085,2096.83678452,100.783775593,-867.35144043,0.0684833868,0.1621172396,0.2330902247,2005.84658329,140.855757634,-867.35144043,0.0684833868
11.6837985714,0.2160233802,0.1161306326,2251.17097464,102.543200477,-841.092041016,-0.7121665932,0.1603994759,0.2513397634,2227.14591476,145.381251346,-841.092041016,-0.7121665932
11.6060514286,0.2120511227,0.1167491907,2059.84791038,98.843278556,-861.030883789,0.0954197498,0.1603970528,0.2632785536,2040.49320513,139.511872816,-861.030883789,0.0954197498
11.5911371429,0.2238125227,0.1089659113,2049.48259477,90.3194032866,-873.883422852,0.0534062436,0.1649343033,0.2069300979,1979.75957043,125.867881834,-873.883422852,0.0534062436
11.62496,0.2219964242,0.1125116275,2051.1431678,93.4595568427,-872.872924805,0.146691102,0.1629268931,0.1835278747,1944.44590815,131.505629465,-872.872924805,0.146691102
11.63276,0.2261550925,0.1083256494,1922.11492577,93.7885485197,-865.989746094,-0.1423908774,0.1708138934,0.1759209826,1859.03165576,133.77098802,-865.989746094,-0.1423908774
11.6625457143,0.221055915,0.1119117191,2011.92615872,96.7891298491,-864.488525391,-0.6427070739,0.1672360743,0.1968596686,1943.46870303,136.154321777,-864.488525391,-0.6427070739
11.6579171428,0.2187208173,0.1119117191,2088.68541453,98.5865099677,-876.572143555,-0.1470597733,0.1597997544,0.2315612072,2142.8126972,137.33321276,-876.572143555,-0.1470597733
11.6248314286,0.2164616477,0.1130305128,2081.56588365,96.6754781789,-863.380493164,0.1528880986,0.1614690068,0.2452450613,2077.97222297,137.762610778,-863.380493164,0.1528880986
11.66506,0.2204441656,0.1098395148,2114.33663297,91.3830773305,-865.196044922,0.5891917405,0.1616579921,0.2236251474,2058.64945016,125.807160393,-865.196044922,0.5891917405
11.7417357143,0.2207856918,0.1117332996,1979.09347017,92.3104121767,-873.250244141,-0.1150091257,0.162075983,0.2397177982,1843.52818754,129.202537302,-873.250244141,-0.1150091257
11.8172928571,0.2223144979,0.1078841674,1962.57525658,94.6769067797,-864.413330078,-0.8111247662,0.1628629149,0.2281718651,1900.29278715,132.632845622,-864.413330078,-0.8111247662
11.8872828571,0.2221802213,0.110095532,2077.72424012,96.0903825431,-868.874389648,0.0208902281,0.1606128093,0.2098095257,1955.60071405,134.038144833,-868.874389648,0.0208902281
11.8787114286,0.2223315038,0.1122467102,1914.13964468,97.1763873922,-873.625366211,-0.1390440469,0.1639075431,0.2022346534,1777.50499754,138.375814012,-873.625366211,-0.1390440469
11.8250542857,0.2206884472,0.1143221502,2039.8864685,103.300949623,-863.9375,-0.3831972699,0.1674222811,0.2211900119,1890.18012422,145.690712618,-863.9375,-0.3831972699
11.8784257143,0.2270350734,0.1100856112,2177.08620023,98.7141927083,-855.146484375,0.5621444538,0.1681219233,0.1752874821,1949.17614041,141.000617242,-855.146484375,0.5621444538
11.8766971429,0.2256176171,0.1112089902,2128.09589766,99.5125606142,-858.059204102,0.0081591274,0.1695467657,0.1792197982,1952.59014841,138.071838367,-858.059204102,0.0081591274
11.8249471429,0.2252751116,0.1124615596,2156.31569008,98.8041392544,-878.615722656,-0.1144173458,0.1665096725,0.1772580107,2039.1918615,137.899365781,-878.615722656,-0.1144173458
11.7804828571,0.2230751594,0.1139575272,2097.14786132,104.547868695,-860.614624023,-0.0671371662,0.1695371211,0.2077582117,1958.12310157,146.740256362,-860.614624023,-0.0671371662
11.6998257143,0.2244831288,0.1113175845,2088.63486645,103.207236842,-868.099243164,0.2632884655,0.1698778232,0.1911717007,1952.56943423,144.453985505,-868.099243164,0.2632884655
11.484997619,0.2266663918,0.1095712775,1949.42201952,97.4794585129,-855.697631836,-0.6951394498,0.1740700005,0.1871670497,1846.08074881,136.65699802,-855.697631836,-0.6951394498
11.4325833333,0.2291470276,0.108941636,2046.16294794,91.0087719298,-881.14453125,-0.5861719099,0.1695723204,0.1685163433,1903.93391459,128.410692657,-881.14453125,-0.5861719099
11.2377119048,0.2298622224,0.1078909206,1946.80031005,90.4391104715,-881.684326172,-0.3302854604,0.1728366787,0.1646524572,1772.31487826,128.967984318,-881.684326172,-0.3302854604
11.0510904762,0.2296067418,0.1073227746,2040.37952637,95.6947063578,-868.818481445,-0.4355646002,0.1733269055,0.1824298191,1894.99905432,134.713214894,-868.818481445,-0.4355646002
11.0130333333,0.2379128374,0.1998376636,1988.64621529,86.5700461648,-908.892822266,0.0899716923,0.1901676995,0.228550171,1850.18086605,121.248712055,-908.892822266,0.0899716923
10.9000904762,0.2292350257,0.1114055825,1941.20339355,87.6636170504,-882.415405273,-0.2271502802,0.181736485,0.1588962663,1798.40250928,123.742423755,-882.415405273,-0.2271502802
10.801747619,0.2372579938,0.1034477096,1753.25867485,84.4290597098,-907.253540039,0.1795372109,0.1847728355,0.1557537377,1548.60544727,119.599156639,-907.253540039,0.1795372109
10.8214404762,0.2381652605,0.1025570603,1756.09372354,84.0846470424,-903.203491211,0.1946039956,0.1846027085,0.1562091818,1506.52711788,118.217952248,-903.203491211,0.1946039956
10.913247619,0.2318552447,0.1047283481,1818.39228974,87.7180428341,-880.645874023,-0.2639517717,0.1780641361,0.1586059376,1609.92752588,124.333205584,-880.645874023,-0.2639517717
10.921247619,0.2336349302,0.1032217601,1691.55856598,82.793654057,-904.000732422,-0.6291652118,0.1812760664,0.1557566201,1491.67532791,117.306988659,-904.000732422,-0.6291652118
11.0672857143,0.2289260591,0.1043010303,1896.9502222,90.5719625539,-883.84375,0.0076813656,0.1741315709,0.1712652076,1771.30649597,127.392515925,-883.84375,0.0076813656
11.1173857143,0.2275422975,0.1079334045,1980.86743484,90.7571726832,-879.513427734,-0.0176852065,0.17331614,0.162073077,1837.65221627,128.690899726,-879.513427734,-0.0176852065
11.3090214286,0.2224505247,0.1082846256,2061.54770135,91.8431775323,-865.894287109,0.8756420142,0.1665259142,0.1760212057,1882.24069945,128.385030281,-865.894287109,0.8756420142
11.5281,0.2188073024,0.1113063234,2012.80656359,93.4553475216,-877.972290039,0.2050313918,0.1676301378,0.1804896859,1844.28543449,131.309508401,-877.972290039,0.2050313918
11.6251857143,0.2267639316,0.1063766727,2212.2703641,89.5027949892,-856.25390625,0.0151092664,0.166900518,0.184411392,2092.86786426,126.726405307,-856.25390625,0.0151092664
11.7016428571,0.2267931989,0.1070161156,2073.78472316,97.1722519189,-852.128295898,-0.538478912,0.1748161251,0.177560937,1916.90846786,139.932155784,-852.128295898,-0.538478912
11.7909285714,0.2212288852,0.1079334045,2200.73497731,103.195716595,-850.10559082,0.5036423752,0.166936999,0.2148912571,2095.73031808,145.779840832,-850.10559082,0.5036423752
11.8739214286,0.2215709723,0.1049188718,2182.40412439,107.119802701,-851.004638672,-0.4136413305,0.1637957258,0.2552901425,2191.5074297,149.36629108,-851.004638672,-0.4136413305
11.9310071429,0.2176492816,0.1103549873,2191.98311742,101.876986229,-860.234863281,0.0419928221,0.1650308674,0.2217132018,2115.06998259,145.503659778,-860.234863281,0.0419928221
12.2399428571,0.2227504367,0.1046586975,2209.67764162,101.843882415,-867.107177734,-0.3051947007,0.1646111499,0.2233715977,2236.42385321,141.468781023,-867.107177734,-0.3051947007
12.1765142857,0.2178830856,0.1122144647,2219.76590139,104.533567267,-843.345092773,0.426440433,0.1647732767,0.1959817439,2143.38534592,146.976680089,-843.345092773,0.426440433
12.0011428572,0.2185738333,0.1099245299,2018.12509648,102.646649894,-872.151000977,-0.3491691931,0.1670980211,0.2064383439,1993.34357781,141.682532854,-872.151000977,-0.3491691931
11.7580571429,0.2197479212,0.1116468187,2211.85420744,99.4367928341,-865.595825195,0.4000848505,0.1644209121,0.2133760098,2200.33705503,139.882366219,-865.595825195,0.4000848505
11.6806160714,0.2248612594,0.1068090982,2211.56955626,96.0019867996,-852.430053711,0.6685340951,0.1658060884,0.1839553797,2108.79744775,135.665974578,-852.430053711,0.6685340951
11.7952446429,0.2374304273,0.0975946419,2024.58520077,96.1228755482,-877.376831055,-0.3787778814,0.1822827916,0.158814442,1916.56987907,135.962682989,-877.376831055,-0.3787778814
11.6484214286,0.2425907049,0.0946146992,1948.51964469,96.2377087823,-876.17578125,0.5911545996,0.1870672708,0.149965163,1771.23687111,135.536793425,-876.17578125,0.5911545996
11.4174,0.2443945337,0.0929350477,1974.06895022,95.2619586075,-891.054931641,0.9874267586,0.187845531,0.1549703236,1855.78648961,135.709973935,-891.054931641,0.9874267586
11.21379,0.2347320078,0.1011925015,2040.88165229,98.9611395474,-872.205200195,0.4092304741,0.1804167164,0.1555942822,1843.73977518,140.835073959,-872.205200195,0.4092304741
11.0594757143,0.2346029092,0.1024297773,2184.58016727,103.190104167,-873.180053711,0.3695120959,0.1793401084,0.1577805762,2062.02154875,145.795546955,-873.180053711,0.3695120959
10.5361471429,0.2354009609,0.0993665334,2101.98378262,99.9292834052,-876.92578125,0.0918696922,0.1768534037,0.1581735332,1978.81727709,142.126918672,-876.92578125,0.0918696922
10.0187194643,0.2462066488,0.0882577801,1974.31134182,92.6834909539,-887.553710938,1.4019238895,0.1876907727,0.1468616501,1827.3198427,130.839294599,-887.553710938,1.4019238895
10.1502694643,0.2516006832,0.0872406783,1719.37202106,83.9407784598,-900.94921875,-0.3370065456,0.1964258805,0.1422363421,1545.70354649,118.982045309,-900.94921875,-0.3370065456
10.3942123214,0.249898863,0.0901964713,1669.84254341,84.3157087054,-902.323730469,-0.2005116579,0.1967841584,0.1433111759,1505.73240846,119.518466362,-902.323730469,-0.2005116579
10.4346191071,0.2532708561,0.0875623703,1719.3784553,84.5925849781,-894.368164062,-0.2270002261,0.1952772862,0.145731945,1520.94152497,120.523094374,-894.368164062,-0.2270002261
10.2448333928,0.2599270362,0.0817782137,1461.02415958,76.3124408144,-933.862182617,-0.7463800112,0.2059566341,0.1557952762,1353.86403499,107.008533904,-933.862182617,-0.7463800112
10.3228280357,0.2225570214,0.1078855733,1783.48325375,91.3421032475,-912.994995117,1.2734732003,0.1917520249,0.1814313677,1614.13044512,124.874205247,-912.994995117,1.2734732003
10.4530780357,0.2161083953,0.1147703909,2017.8761828,98.5335010593,-873.713745117,0.2445839617,0.1690701244,0.1667351405,1931.33568817,139.929978103,-873.713745117,0.2445839617
10.58792375,0.2280500859,0.1044689055,1896.15096253,89.5196322737,-911.96105957,-0.327436642,0.1727888023,0.1596437082,1774.97047375,126.910605828,-911.96105957,-0.327436642
10.7226730357,0.2352165268,0.0992752106,1741.92310594,85.2976831897,-919.07043457,-0.2278292142,0.1755476285,0.1587711556,1665.24822798,119.96919488,-919.07043457,-0.2278292142
10.9554816071,0.2369460601,0.0969403406,1627.97532448,85.4365907866,-917.769165039,0.3578505067,0.1802173683,0.1537555091,1503.0888164,120.921686677,-917.769165039,0.3578505067
11.582195,0.2345247135,0.0988428273,1679.77513072,86.6278286638,-913.047851562,-0.7251820118,0.1800353122,0.1590047943,1539.39169511,122.049603362,-913.047851562,-0.7251820118
11.6062592857,0.2336599468,0.0983239673,1763.81089952,86.0890355603,-899.252319336,-0.5354413708,0.1744037091,0.1631405028,1654.50431119,122.21909896,-899.252319336,-0.5354413708
11.5970092857,0.2234665991,0.1083605452,1906.93574151,88.8840247845,-881.269897461,-0.4434335222,0.1710134966,0.1919288164,1823.68219811,126.459182839,-881.269897461,-0.4434335222
11.786095,0.2193663668,0.1208351282,2061.66399034,96.7973981585,-875.623168945,0.1238223817,0.1727557165,0.2082699579,1957.2207054,138.203909893,-875.623168945,0.1238223817
12.0140807143,0.2268590773,0.1122855635,1842.98705689,93.5743900768,-871.256958008,0.0451463607,0.1794972478,0.1591649748,1697.59962692,132.416874312,-871.256958008,0.0451463607
12.1866235714,0.2306429951,0.1047177277,1664.73773134,91.582716557,-903.770507812,-1.5201656188,0.1840376065,0.1636092497,1600.81779054,128.289369612,-903.770507812,-1.5201656188
12.270995,0.2193389693,0.1128150435,1989.24399406,100.511453919,-870.417602539,-0.2010026605,0.1707295783,0.1868182857,1875.6407923,140.140141556,-870.417602539,-0.2010026605
12.351845,0.2137473618,0.1239893095,1998.57582882,93.6300712719,-882.029418945,0.0328750451,0.1721139123,0.2056515375,1985.07420146,132.887443634,-882.029418945,0.0328750451
12.37061,0.2133177745,0.1239953566,2178.95054686,98.0331688596,-858.064208984,0.3333968939,0.1719255952,0.1983832526,2110.779017,138.344090732,-858.064208984,0.3333968939
12.4556514286,0.2274972522,0.1097443225,2083.45936729,96.2942023026,-857.402587891,-0.6132776315,0.1790055749,0.1582359998,2028.23359754,135.654473906,-857.402587891,-0.6132776315
12.5119442857,0.2218342809,0.1130360254,1983.90081202,91.3927801724,-875.168457031,-0.3215039617,0.175045842,0.1596514942,1861.02473824,128.963948746,-875.168457031,-0.3215039617
12.61443,0.2136697841,0.1232913375,2224.65394281,97.2964638158,-864.63659668,0.5191998412,0.1769844136,0.1857863123,2139.59151109,138.915225145,-864.63659668,0.5191998412
12.6378871429,0.2151763179,0.1236493769,2200.88227721,96.5897409539,-860.346435547,-0.2008428613,0.1766880658,0.1808683828,2170.18803317,136.508911315,-860.346435547,-0.2008428613
12.5308928572,0.2140610609,0.1179714291,2203.87852195,92.2093884698,-846.564575195,1.2504778639,0.1694211499,0.1941244573,2192.06145241,130.57610539,-846.564575195,1.2504778639
12.4638357143,0.2166557404,0.1157227069,2200.43751395,97.0922009698,-855.450683594,-0.1595834511,0.1679591658,0.1763795186,2084.0579914,136.153048956,-855.450683594,-0.1595834511
12.5162114286,0.2116232349,0.1170772175,2305.99049881,95.0948424258,-849.140869141,-0.6237182007,0.1632330188,0.2248341703,2328.2639581,135.641463867,-849.140869141,-0.6237182007
12.5637542857,0.2152047118,0.1141919905,2206.01438387,90.6920352225,-850.320800781,0.8842882252,0.1660309943,0.2077075717,2213.08150649,128.385984073,-850.320800781,0.8842882252
12.5021042857,0.2135525386,0.1160743244,2184.57814639,92.4535290948,-858.911743164,-0.0382303544,0.1662652873,0.2815282199,2297.25507861,128.807513462,-858.911743164,-0.0382303544
12.4629042857,0.2124281227,0.1159013373,2103.85481527,93.2996026401,-855.596191406,0.6058791035,0.1635419765,0.2176211945,2041.3729689,133.41093914,-855.596191406,0.6058791035
12.39259,0.2137151036,0.1144253671,2095.08344982,91.1612675108,-860.603149414,-0.5584351101,0.1616146908,0.2450392782,2053.68297578,129.474111253,-860.603149414,-0.5584351101
12.1792685714,0.2230559499,0.1072467537,2021.3283494,88.7745824353,-870.739257812,0.4170425706,0.1702729881,0.1910956993,1927.37944585,125.826881736,-870.739257812,0.4170425706
11.9741657143,0.227448678,0.103308465,1871.53267244,91.9044623941,-873.605834961,-1.2790867282,0.1782693543,0.1642048877,1760.94257843,128.754114835,-873.605834961,-1.2790867282
11.9690728572,0.218935247,0.1106154394,2033.18308989,95.1238082627,-870.328735352,-0.1391324119,0.1698403084,0.1771857226,1898.64758733,133.982675455,-870.328735352,-0.1391324119
11.94413,0.2213051094,0.1060190055,1922.25819811,88.4782176907,-886.451416016,0.1866700683,0.1669794432,0.2043110692,1795.43198985,126.327711542,-886.451416016,0.1866700683
11.9417871429,0.2298773952,0.103176724,1975.28636146,88.6988146552,-891.030029297,0.0760096492,0.1742447168,0.1646524572,1755.05906271,125.507968645,-891.030029297,0.0760096492
11.7226114286,0.2216559957,0.1072145035,1983.06407476,90.4975503178,-876.111694336,-0.8157623242,0.1711953826,0.1815017642,1766.05132313,127.41620986,-876.111694336,-0.8157623242
11.64264,0.2157879643,0.1089390614,1954.29755372,95.4630533854,-866.986694336,-0.5818825307,0.1647771915,0.2587797985,1955.859901,135.599091019,-866.986694336,-0.5818825307
11.72404,0.2185951534,0.1076396205,1870.60056871,90.4354806674,-877.38684082,0.8197308389,0.1656370226,0.1982434953,1797.03411795,128.332894391,-877.38684082,0.8197308389
11.7954685714,0.2213159021,0.1045787782,1858.25592587,87.1540651483,-876.490966797,-0.2278079189,0.1696716906,0.2012453791,1806.85142983,122.230629524,-876.490966797,-0.2278079189
11.7864114286,0.2196154342,0.1080647375,1951.43036252,93.4230998411,-877.283569336,-0.4873674256,0.166562409,0.1856989714,1774.64554271,131.63002295,-877.283569336,-0.4873674256
11.90684,0.2256396253,0.1062037025,1961.20322293,86.8214574353,-875.002441406,0.0757769815,0.166900518,0.1831345575,1793.53633561,123.787510157,-875.002441406,0.0757769815
12.0662,0.2180395695,0.1107063264,1949.73507782,95.0254242996,-869.520385742,-0.1914505965,0.1683046817,0.2205159881,1912.36698475,135.569775589,-869.520385742,-0.1914505965
12.0789428572,0.2199662542,0.1076448697,1924.60858661,94.8631157309,-873.577636719,0.1543759096,0.1681061217,0.2045012446,1849.60445882,133.712942015,-873.577636719,0.1543759096
12.0454,0.2218260425,0.1069594333,1868.52188035,88.3292505297,-875.433837891,-0.0287936582,0.1678629521,0.1855131795,1716.72893086,124.756240964,-875.433837891,-0.0287936582
11.9826857143,0.2252181829,0.1041331383,1873.98668368,86.9772023168,-885.209228516,0.1036057931,0.1691888304,0.1781271083,1710.76469919,122.883507269,-885.209228516,0.1036057931
12.1289142857,0.2201255746,0.1065343163,1946.59137206,90.6630693856,-870.717041016,-0.1864923183,0.1653398985,0.2202191003,1833.12004784,126.477482149,-870.717041016,-0.1864923183
12.2625428572,0.2133737853,0.1101985302,1951.14336064,90.4988606771,-870.494018555,-0.5764407579,0.162638984,0.2253467971,1841.74513463,126.518897503,-870.494018555,-0.5764407579
12.195,0.2186058135,0.1079849798,2016.50624474,97.4865929555,-877.198608398,0.3323605672,0.1630894966,0.2083374872,1922.57275665,139.278058389,-877.198608398,0.3323605672
12.1141714286,0.2131125614,0.1118652833,2021.06910766,103.694661458,-860.063598633,-0.6162201144,0.163763919,0.2357698796,1898.75391904,146.083711451,-860.063598633,-0.6162201144
12.1153142857,0.2140993537,0.1104507786,1930.11455658,100.246623411,-873.702514648,0.1376179448,0.1633674852,0.2391621463,1861.28074969,139.960029391,-873.702514648,0.1376179448
12.1715857143,0.2129089681,0.1107908887,2087.7595225,107.690843485,-859.553466797,0.1891173479,0.1612319957,0.2755643805,1996.21073167,155.257113985,-859.553466797,0.1891173479
12.1646714286,0.2172347791,0.1075545971,1937.80030041,97.9459083686,-880.010131836,-0.0472136101,0.163935312,0.2129955125,1782.71504193,138.29307541,-880.010131836,-0.0472136101
12.0777571429,0.2161329291,0.1091115948,1940.76820259,96.4029947917,-871.303710938,-0.3918780121,0.1608391418,0.2241100455,1907.85290277,136.02764843,-871.303710938,-0.3918780121
12.1355071429,0.215279241,0.110955533,2038.71219632,102.464578919,-869.089111328,0.2991244394,0.1639395813,0.2384381671,1963.89316429,145.173362942,-869.089111328,0.2991244394
12.19125,0.2150136848,0.1121403916,1937.50667184,98.1072894597,-865.66003418,-0.0670069266,0.1607950194,0.1965582097,1787.24749354,137.627418091,-865.66003418,-0.0670069266
